3.000000000000000000e+03 3.500000000000000000e+01
3.050000000000000000e+03 4.000000000000000000e+01
3.100000000000000000e+03 4.100000000000000000e+01
3.150000000000000000e+03 4.200000000000000000e+01
3.200000000000000000e+03 4.300000000000000000e+01
3.250000000000000000e+03 4.400000000000000000e+01
3.300000000000000000e+03 4.400000000000000000e+01
3.350000000000000000e+03 4.300000000000000000e+01
3.400000000000000000e+03 4.200000000000000000e+01
3.450000000000000000e+03 4.200000000000000000e+01
3.500000000000000000e+03 4.200000000000000000e+01
3.550000000000000000e+03 4.100000000000000000e+01
3.600000000000000000e+03 4.200000000000000000e+01
3.650000000000000000e+03 4.300000000000000000e+01
3.700000000000000000e+03 4.400000000000000000e+01
3.750000000000000000e+03 4.500000000000000000e+01
3.800000000000000000e+03 4.600000000000000000e+01
3.850000000000000000e+03 4.700000000000000000e+01
3.900000000000000000e+03 4.900000000000000000e+01
3.950000000000000000e+03 5.000000000000000000e+01
4.000000000000000000e+03 5.500000000000000000e+01
