301.9041191	0
309.4578143	0.135943673
313.3659869	0.298631001
331.1216248	0.777591732
350.0936861	0.795427098
365.5975815	0.821834743
390.731739	0.82766312
400.469255	0.82766312
460.1519096	0.832856246
478.9103562	0.82766312
574.1216238	0.82766312
325.559867	0.794207317
342.8131929	0.813414634
331.8999446	0.817530488
337.8173503	0.80929878
351.8971729	0.82027439
357.3669623	0.805182927
371.8985588	0.818902439
379.1629712	0.827134146
425.537694	0.816158537
436.4329268	0.829878049
415.5238359	0.829878049
644.6064302	0.838109756
