3.000000000000000000e+03 9.000000000000000000e+01
3.050000000000000000e+03 9.040000000000000568e+01
3.100000000000000000e+03 9.020000000000000284e+01
3.150000000000000000e+03 9.000000000000000000e+01
3.200000000000000000e+03 8.959999999999999432e+01
3.250000000000000000e+03 8.950000000000000000e+01
3.300000000000000000e+03 8.920000000000000284e+01
3.350000000000000000e+03 8.900000000000000000e+01
3.400000000000000000e+03 8.879999999999999716e+01
3.450000000000000000e+03 8.859999999999999432e+01
3.500000000000000000e+03 8.840000000000000568e+01
3.550000000000000000e+03 8.820000000000000284e+01
3.600000000000000000e+03 8.809999999999999432e+01
3.650000000000000000e+03 8.790000000000000568e+01
3.700000000000000000e+03 8.779999999999999716e+01
3.750000000000000000e+03 8.759999999999999432e+01
3.800000000000000000e+03 8.740000000000000568e+01
3.850000000000000000e+03 8.720000000000000284e+01
3.900000000000000000e+03 8.709999999999999432e+01
3.950000000000000000e+03 8.700000000000000000e+01
4.000000000000000000e+03 8.690000000000000568e+01
