,objid,ps_score,angDist,_RAJ2000,_DEJ2000,Filt1,Filt2,RAJ2000,DEJ2000,ABmag1,mag1,Errmag1,Field1,RA2deg,DE2deg,ABmag2,mag2,Errmag2,Field2,Sep,objID,RAJ2000.1,DEJ2000.1,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags
13189,157700112060555148,0.9231667,0.104346,11.2061,41.4204,FUVCaF2,FUVSilica,11.2061,41.4204,20.592,18.191,0.05,"2, 7",11.2061,41.4204,20.466,22.453,0.101,"2, 7",0.11,157700112060555148,11.20607471,41.42042192,0.004,0.004,0,436527232,52,56146.26226852,5,58,17.639,0.0057,17.7624,0.0131,115000,17.6469,0.006,17.7051,0.0144,115000,17.6831,0.0039,17.7699,0.0112,115000,17.7102,0.0113,17.7943,0.0241,115000,17.7876,0.0121,17.9047,0.021,115000
13217,157720109582273160,0.9691667,0.319683,10.9583,41.4354,FUVCaF2,FUVSilica,10.9583,41.4354,18.518,16.117,0.038,2,10.9582,41.4354,18.238,20.225,0.09,2,0.18,157720109582273160,10.95821595,41.43546257,0.009,0.006,0,436527232,52,56039.32142361,5,57,17.9455,0.0046,17.8782,0.0145,16892216,18.152,0.0171,18.1731,0.0103,115000,18.4174,0.0118,18.4526,0.0301,115000,18.6774,0.0251,18.7725,0.027,115000,18.9229,0.0237,18.9934,0.064,115000
13223,157770117872994315,1.0,0.795688,11.7871,41.4781,NUVN2,NUVB15,11.7871,41.4781,19.923,18.206,0.078,13,11.7873,41.4781,17.988,16.488,0.053,13,0.65,157770117872994315,11.78738341,41.47803863,0.012,0.008,0,503635968,60,55900.78065972,5,57,14.4755,0.0024,14.5229,0.0016,115000,14.0929,0.0021,14.1362,0.0029,115000,13.9463,0.0018,13.9806,0.0102,115000,13.9258,0.0031,13.9481,0.0016,115000,13.8688,0.0035,13.8782,0.0052,115000
13234,157850117286856412,0.9972917,0.495894,11.7285,41.5465,NUVN2,NUVB15,11.7285,41.5465,22.125,20.408,0.207,13,11.7286,41.5465,20.657,19.157,0.151,13,0.35,157850117286856412,11.72868405,41.54650074,0.005,0.003,0,503635968,60,56043.52924769,5,67,17.3717,0.0034,17.4217,0.0042,115000,17.0364,0.0024,17.0806,0.0024,115000,16.89,0.0034,16.9547,0.0026,115000,16.882,0.0081,16.9794,0.0009,115000,16.852,0.0058,16.9359,0.0115,115000
13235,157690112309183090,0.9080476,0.248626,11.2308,41.4102,FUVCaF2,NUVB15,11.2308,41.4102,23.231,20.83,0.172,"2, 7",11.2307,41.4102,21.908,20.191,0.217,2,0.22,157690112309183090,11.23084161,41.41026161,0.029,0.009,90,436527104,52,56131.93314815,4,42,19.7589,0.0225,19.5286,0.0,115000,19.9103,0.0106,19.9478,0.0228,115000,20.1193,0.0226,20.2372,0.0358,115000,20.0555,0.0524,20.0191,0.1136,115000,19.9442,0.1896,,,16696
13236,157920107536890512,0.8826845,0.295959,10.7538,41.6,FUVCaF2,FUVSilica,10.7538,41.6,22.121,19.72,0.092,"2, 5",10.7537,41.5999,21.73,23.717,0.188,5,0.21,157920107536890512,10.75371435,41.59994846,0.012,0.009,90,436527104,52,56026.28767361,10,49,20.341,0.0227,20.7055,0.0789,115000,20.1714,0.0272,20.42,0.0092,115000,20.1625,0.0387,20.4542,0.0497,115000,20.1637,0.0554,20.5558,0.1086,115000,20.062,0.1089,,,115000
13246,157890118082689995,1.0,0.741508,11.8081,41.583,NUVN2,NUVB15,11.8081,41.583,21.884,20.167,0.177,13,11.8082,41.5829,20.928,19.428,0.169,13,0.58,157890118082689995,11.80826152,41.58283318,0.006,0.003,90,503635968,60,56061.50604167,10,62,17.833,0.004,17.903,0.0065,115000,17.4791,0.0044,17.5434,0.0068,115000,17.3617,0.004,17.4248,0.0044,115000,17.364,0.0064,17.4227,0.0072,115000,17.3189,0.0116,17.3927,0.0134,115000
13247,157730111582642408,0.81382143,0.191694,11.1583,41.4432,FUVCaF2,FUVSilica,11.1583,41.4432,21.003,18.602,0.077,2,11.1582,41.4432,20.159,22.146,0.206,2,0.25,157730111582642408,11.15826981,41.4431518,0.049,0.043,0,436527104,52,56095.56739583,5,27,20.3407,0.0172,20.559,0.0334,115000,20.4556,0.0568,20.6945,0.1082,115000,20.799,0.0413,,,115000,20.8767,0.0215,,,115000,,,,,114720
13263,157720109863277058,0.9558398,0.208447,10.9864,41.4387,NUVN2,NUVB15,10.9864,41.4387,20.085,18.368,0.093,2,10.9863,41.4387,18.47,16.97,0.086,2,0.16,157720109863277058,10.98632341,41.43870748,0.006,0.005,90,520413184,62,56045.51,5,64,15.3504,0.0056,15.4571,0.0042,115000,15.0501,0.0041,15.137,0.0069,115000,14.931,0.0036,15.0297,0.004,115000,14.9295,0.0043,15.0381,0.0045,115000,14.9129,0.0011,14.9892,0.01,115000
13267,157990105768746568,0.8829167,0.195489,10.5769,41.6633,FUVCaF2,FUVSilica,10.5769,41.6633,19.589,17.188,0.055,5,10.5769,41.6634,19.569,21.556,0.077,5,0.1,157990105768746568,10.57692463,41.66335109,0.021,0.012,90,436527104,52,56100.85571759,10,45,19.6715,0.0145,19.7394,0.0182,115000,19.9086,0.0314,19.9445,0.0599,115000,20.1875,0.0195,20.3628,0.0278,115000,20.3523,0.0621,20.4377,0.1266,115000,20.1853,0.1062,20.222,0.1908,115000
13285,157650109321740901,0.6305,0.196643,10.932,41.3753,FUVCaF2,NUVB15,10.932,41.3753,22.267,19.866,0.095,"1, 2",10.9319,41.3752,21.391,19.674,0.124,"1, 2",0.37,157650109321740901,10.93207259,41.37530407,0.108,0.06,90,436527104,52,55976.75568287,2,24,21.1553,0.0424,21.0877,0.0721,115000,21.1156,0.0995,20.4784,0.0943,16793912,21.0094,0.0386,20.9572,0.1018,115000,20.1978,0.1565,,,16440,,,,,16416
13288,157700112329990812,0.6165952,0.066236,11.233,41.4168,FUVCaF2,FUVSilica,11.233,41.4168,21.402,19.001,0.074,"2, 7",11.233,41.4169,21.594,23.581,0.176,7,0.14,157700112329990812,11.23298448,41.41681425,0.066,0.033,0,436527104,52,55853.50805556,3,19,21.0277,0.0403,21.099,0.0683,115000,21.055,0.0457,20.7388,0.1294,16892216,21.8351,0.1658,,,115000,,,,,16416,,,,,16416
13300,157660103167368756,0.9583333,0.184055,10.3168,41.39,FUVCaF2,FUVSilica,10.3168,41.39,20.607,18.206,0.079,4,10.3168,41.39,19.132,21.119,0.065,4,0.03,157660103167368756,10.3168676,41.38999353,0.03,0.024,0,906289152,108,55810.60872685,5,61,12.68,,,,114788,12.52,,,,114788,12.465,,,,114788,12.406,,,,114788,12.3954,0.009,12.3944,0.0059,16892280
13333,157780104047352882,0.9845833,0.40205,10.4049,41.4852,NUVN2,NUVB15,10.4049,41.4852,21.645,19.928,0.12,"4, 5",10.4047,41.4852,20.803,19.303,0.116,"4, 5",0.52,157780104047352882,10.40475109,41.48520535,0.007,0.007,90,436527104,52,55818.49251157,5,50,17.8455,0.0034,17.9377,0.0061,115000,17.5185,0.0039,17.6239,0.0099,115000,17.3834,0.0103,17.5069,0.0101,115000,17.3874,0.0028,17.4848,0.0084,115000,17.3582,0.0084,17.5141,0.0123,115000
13336,157920106148038309,0.85092854,0.081754,10.6148,41.6064,FUVCaF2,FUVSilica,10.6148,41.6064,21.494,19.093,0.117,5,10.6148,41.6064,21.346,23.333,0.162,5,0.05,157920106148038309,10.61478748,41.60642069,0.035,0.028,0,436527104,52,55856.63462963,8,30,21.0797,0.0311,21.1972,0.0939,115000,21.2646,0.0525,21.6015,0.1205,115000,21.4296,0.0614,21.8275,0.3227,115000,,,,,114720,,,,,16416
13343,157750102162247763,0.903125,0.103211,10.2162,41.4643,FUVCaF2,FUVSilica,10.2162,41.4643,21.71,19.309,0.123,4,10.2162,41.4643,20.269,22.256,0.099,4,0.08,157750102162247763,10.21622458,41.46427803,0.008,0.002,90,503635968,60,56011.96673611,5,66,14.9969,0.0034,15.0463,0.0012,115000,14.7437,0.0018,14.7825,0.0023,115000,14.6315,0.0018,14.691,0.001,115000,14.635,0.0017,14.691,0.0041,115000,14.6147,0.0059,14.6466,0.0031,115000
13349,157710105206998108,0.67275,0.171028,10.5207,41.4312,FUVCaF2,FUVSilica,10.5207,41.4312,21.506,19.105,0.119,5,10.5206,41.4312,21.247,23.234,0.156,5,0.31,157710105206998108,10.52076336,41.43120059,0.02,0.015,0,436527104,52,55928.56863426,4,37,20.358,0.0169,20.3898,0.0329,115000,20.4206,0.0293,20.3936,0.0548,115000,20.61,0.039,20.728,0.0787,115000,20.7675,0.1975,,,114992,,,,,16416
13356,157930104247182774,0.9918333,0.101837,10.4247,41.6101,NUVN2,NUVB15,10.4247,41.6101,21.902,20.185,0.189,5,10.4247,41.6101,18.98,17.48,0.073,5,0.14,157930104247182774,10.42473779,41.61009863,0.064,0.018,0,503635968,60,55982.45328704,10,63,14.7145,0.0033,14.7537,0.0009,115000,14.1697,0.0112,14.2381,0.0021,115000,13.9504,0.0053,14.011,0.002,16892216,13.8587,0.002,13.9021,0.0013,115000,13.7974,0.0029,13.7953,0.0029,115000
13357,157810108276714127,0.9763512,0.874213,10.828,41.5113,NUVN2,NUVB15,10.828,41.5113,19.896,18.179,0.087,2,10.8276,41.5113,18.886,17.386,0.103,2,1.09,157810108276714127,10.82767644,41.51128371,0.01,0.006,0,520413184,62,55961.49436343,5,60,16.1114,0.0065,16.191,0.0027,115000,15.788,0.0045,15.8448,0.0028,115000,15.646,0.0044,15.6984,0.0031,115000,15.6245,0.0041,15.6831,0.0057,115000,15.5839,0.0052,15.6323,0.0099,115000
13358,157990109850463332,0.829125,0.314807,10.985,41.6607,FUVCaF2,NUVB15,10.985,41.6607,21.742,19.341,0.104,2,10.985,41.6605,21.326,19.609,0.16,2,0.62,157990109850463332,10.9849948,41.66061264,0.069,0.042,0,436527104,52,55849.18657407,2,16,21.1825,0.0453,21.1324,0.1347,115000,21.449,0.0884,21.8402,0.0768,115000,,,,,16416,,,,,16416,,,,,16416
13364,157810105041695984,0.58788097,0.7468,10.5044,41.513,FUVCaF2,NUVB15,10.5044,41.513,22.192,19.791,0.162,5,10.5042,41.5131,21.691,19.974,0.168,5,0.39,157810105041695984,10.50423987,41.51283072,0.161,0.097,0,436527104,52,56260.18721065,2,8,,,,,0,21.7166,0.0584,21.8157,0.0483,280,21.3257,0.0283,,,115000,,,,,114720,,,,,16416
13371,157720111676513025,0.5345,0.502493,11.1679,41.4354,FUVCaF2,FUVSilica,11.1679,41.4354,20.401,18.0,0.065,2,11.1677,41.4353,19.282,21.269,0.142,2,0.53,157720111676513025,11.16773468,41.4353358,0.09,0.055,0,444915712,53,55987.95903935,3,32,19.5602,0.0129,19.14,0.0345,16892216,19.647,0.0315,19.3315,0.0244,16892216,19.9966,0.0335,19.328,0.0984,16892216,,,,,0,19.5417,0.0556,,,280
13378,157730110183639378,0.5488006,0.272013,11.0184,41.4491,FUVCaF2,NUVB15,11.0184,41.4491,21.87,19.469,0.109,2,11.0183,41.449,21.164,19.447,0.147,2,0.15,157730110183639378,11.01839484,41.44902454,0.064,0.036,0,436527104,52,55932.49219907,3,17,20.9767,0.0217,21.3712,0.0559,115000,21.1927,0.0474,21.302,0.065,115000,21.6053,0.0742,,,115000,,,,,16416,,,,,16416
13387,157940111065572358,0.6655655,0.153783,11.1066,41.6181,FUVCaF2,NUVB15,11.1066,41.6181,21.839,19.438,0.116,2,11.1065,41.618,21.69,19.973,0.193,2,0.5,157940111065572358,11.10661548,41.61805888,0.267,0.108,0,444915712,53,55960.6090625,5,49,20.255,0.0259,19.8775,0.0581,16892216,20.3515,0.0616,19.7474,0.101,16892216,20.3089,0.059,19.4863,0.0574,16892216,20.4663,0.0671,19.9227,0.1135,16892216,19.8459,0.0766,19.4779,0.2799,115000
13401,157660115554288047,1.0,0.603687,11.5556,41.3894,NUVN2,NUVB15,11.5556,41.3894,20.647,18.93,0.105,13,11.5554,41.3895,19.228,17.728,0.081,13,0.66,157660115554288047,11.55543932,41.38951657,0.005,0.004,0,503635968,60,55966.77704861,5,70,16.013,0.0041,16.0625,0.0031,115000,15.6575,0.0017,15.6975,0.0028,115000,15.5227,0.0064,15.5752,0.0033,115000,15.4914,0.0048,15.5571,0.005,115000,15.4551,0.0037,15.5298,0.0089,115000
13402,157820105168131642,0.694875,0.213089,10.5167,41.5175,FUVCaF2,FUVSilica,10.5167,41.5175,20.806,18.405,0.087,5,10.5167,41.5175,20.72,22.707,0.122,5,0.09,157820105168131642,10.51677218,41.51747586,0.02,0.02,90,436363264,52,55876.35408565,1,6,20.4238,0.0269,20.781,0.0475,115000,,,,,16416,,,,,16416,,,,,16416,,,,,16416
13429,157750104746310791,0.959625,0.400824,10.4745,41.4584,NUVN2,NUVB15,10.4745,41.4584,19.93,18.213,0.078,5,10.4746,41.4585,19.047,17.547,0.076,5,0.37,157750104746310791,10.47462675,41.45845808,0.014,0.009,0,503636096,60,55950.34269676,5,50,16.7704,0.0047,16.887,0.007,115000,16.5544,0.0031,16.6595,0.0054,115000,16.4643,0.0081,16.6103,0.004,115000,16.4835,0.0246,16.6147,0.0027,115000,16.3028,0.0522,16.6284,0.0129,115000
13430,157650111297402904,0.77316666,0.097617,11.1297,41.3769,FUVCaF2,FUVSilica,11.1297,41.3769,21.371,18.97,0.068,"2, 7",11.1298,41.3769,21.562,23.549,0.181,7,0.32,157650111297402904,11.1297144,41.37692487,0.047,0.028,0,436527104,52,56035.05009259,7,20,21.1262,0.0221,21.4612,0.0393,115000,21.3177,0.049,21.3987,0.0567,115000,21.512,0.0363,21.4486,0.1448,115000,,,,,16416,,,,,16416
13437,157770116956016019,0.9543155,0.480139,11.6955,41.4796,NUVN2,NUVB15,11.6955,41.4796,20.649,18.932,0.104,13,11.6956,41.4795,18.648,17.148,0.065,13,0.46,157770116956016019,11.69562137,41.47950243,0.007,0.003,0,503635968,60,55906.04710648,5,50,14.6463,0.0076,14.7001,0.0039,115000,14.2261,0.0046,14.257,0.0016,115000,14.0729,0.0044,14.0752,0.0016,115000,13.9995,0.0011,14.0537,0.0015,115000,13.9507,0.0014,13.9614,0.0018,115000
13450,157760110492119622,0.65006846,0.104851,11.0492,41.4742,FUVCaF2,NUVB15,11.0492,41.4742,20.974,18.573,0.075,2,11.0492,41.4742,20.717,19.0,0.126,2,0.11,157760110492119622,11.04920692,41.47417134,0.049,0.032,0,436527104,52,55847.12452546,4,25,19.4378,0.02,19.6526,0.0348,115000,19.7475,0.0169,20.1289,0.0435,115000,19.9273,0.016,20.2613,0.0836,115000,20.1289,0.0572,,,115000,20.1411,0.0555,,,16696
13455,157860110491916818,0.6941607,0.224287,11.0492,41.5552,FUVCaF2,NUVB15,11.0492,41.5552,22.097,19.696,0.127,2,11.0492,41.5551,21.958,20.241,0.221,2,0.14,157860110491916818,11.04916186,41.55514462,0.05,0.05,90,436363264,52,56401.7,2,4,21.4949,0.0996,21.7168,0.1872,115000,,,,,16416,21.1548,0.0431,20.8083,0.1499,16892216,,,,,16416,,,,,16416
13462,157760104949466825,0.9907262,0.389144,10.4948,41.4718,NUVN2,NUVB15,10.4948,41.4718,20.493,18.776,0.096,5,10.4949,41.4718,19.404,17.904,0.086,5,0.32,157760104949466825,10.49494108,41.47182259,0.019,0.013,0,503635968,60,55914.81107639,5,54,16.4666,0.0032,16.5492,0.0027,115000,16.132,0.0032,16.2055,0.0044,115000,16.0037,0.0039,16.1102,0.0037,115000,15.9927,0.0012,16.1371,0.013,115000,15.9743,0.008,16.0802,0.0046,115000
13464,157780106625212007,0.7175655,0.124143,10.6625,41.4845,FUVCaF2,FUVSilica,10.6625,41.4845,20.642,18.241,0.079,5,10.6626,41.4845,20.671,22.658,0.116,5,0.2,157780106625212007,10.66254116,41.48451544,0.044,0.035,0,436527104,52,56006.00271991,3,17,20.3444,0.059,20.2824,0.0036,115000,20.2832,0.029,20.1944,0.0426,16892216,19.9296,0.0509,20.4261,0.1012,115000,,,,,16416,,,,,16416
13470,157820111836719374,0.99875,0.28829,11.1836,41.524,NUVN2,NUVB15,11.1836,41.524,20.47,18.753,0.108,2,11.1837,41.524,19.113,17.613,0.111,2,0.22,157820111836719374,11.18369541,41.5239638,0.004,0.003,90,520413184,62,56156.30018519,5,58,16.3003,0.0045,16.3843,0.0031,115000,16.017,0.0032,16.0841,0.0022,115000,15.9142,0.0026,15.9675,0.0054,115000,15.9073,0.0041,15.9484,0.0043,115000,15.8875,0.0053,15.9044,0.0109,115000
13473,157710110782291573,0.85316074,0.103707,11.0782,41.4258,FUVCaF2,FUVSilica,11.0782,41.4258,20.275,17.874,0.058,2,11.0784,41.4258,20.147,22.134,0.205,2,0.43,157710110782291573,11.07823589,41.42581028,0.019,0.01,90,436527104,52,56054.49972222,4,40,20.2491,0.0274,20.4747,0.0518,115000,20.6043,0.0446,20.8314,0.075,115000,20.683,0.0318,20.8301,0.0529,115000,20.7189,0.0933,,,115000,,,,,16416
13485,157920113146665999,0.6872708,0.088482,11.3147,41.6044,FUVCaF2,NUVB15,11.3147,41.6044,22.057,19.656,0.094,"2, 13",11.3142,41.6043,22.199,20.482,0.229,13,1.49,157920113146665999,11.31471204,41.60437713,0.155,0.047,0,436527104,52,55991.09027778,4,10,21.22,0.0544,21.3414,0.0593,115000,21.3673,0.0505,21.5267,0.0833,115000,,,,,16416,,,,,16416,,,,,16416
13504,157970113067403486,0.64596426,0.494783,11.3067,41.6439,FUVCaF2,NUVB15,11.3067,41.6439,23.017,20.616,0.195,2,11.3068,41.644,21.917,20.2,0.22,2,0.38,157970113067403486,11.30675926,41.64403011,0.035,0.026,0,436527104,52,55814.75523148,2,20,20.8644,0.0254,20.886,0.0659,16892216,21.0315,0.0502,21.0159,0.0727,115000,21.4049,0.1746,,,16696,,,,,16416,,,,,16416
13505,157950102317558639,0.99125,0.197473,10.2317,41.6317,FUVCaF2,FUVSilica,10.2317,41.6317,18.38,15.979,0.04,5,10.2317,41.6317,16.969,18.956,0.039,5,0.02,157950102317558639,10.23176425,41.63167349,0.012,0.008,90,503635968,60,55914.77505787,5,66,13.4305,0.001,13.4753,0.001,16892216,13.491,,,,114724,13.5305,0.0122,13.585,0.0083,16892216,13.6096,0.0042,13.658,0.0012,115000,13.6136,0.0055,13.6361,0.0013,115000
13508,157900105511079727,1.0,0.292078,10.551,41.5909,FUVCaF2,FUVSilica,10.551,41.5909,20.179,17.778,0.068,5,10.551,41.5909,19.737,21.724,0.081,5,0.05,157900105511079727,10.55110519,41.59091983,0.007,0.003,90,436527104,52,55992.77449074,10,46,17.6389,0.006,17.7049,0.0058,115000,17.5761,0.004,17.6901,0.0056,115000,17.6305,0.0076,17.7345,0.0092,115000,17.6818,0.0187,17.8183,0.0122,115000,17.7314,0.0074,17.9157,0.014,115000
13515,157800112453541152,0.952,0.145162,11.2454,41.5004,FUVCaF2,NUVB15,11.2454,41.5004,21.356,18.955,0.089,2,11.2452,41.5005,20.794,19.077,0.126,2,0.46,157800112453541152,11.24538218,41.50043805,0.008,0.008,0,436527104,52,56032.06260417,5,71,18.6872,0.0098,18.6539,0.0143,115000,18.7099,0.0108,18.7153,0.0248,16892216,18.7686,0.0076,18.751,0.0215,16892216,18.8157,0.025,18.789,0.0231,115000,18.8917,0.0242,18.8636,0.0508,115000
13524,157700108581816424,0.96108335,0.664058,10.8584,41.4215,FUVCaF2,NUVN2,10.8584,41.4215,23.265,20.864,0.2,2,10.8582,41.4215,21.212,19.712,0.218,1,0.6,157700108581816424,10.85815488,41.42151552,0.016,0.005,90,436527104,52,56118.48490741,5,62,18.6738,0.0112,18.7273,0.0177,115000,18.3033,0.0106,18.4158,0.0299,115000,18.1897,0.0051,18.2883,0.0109,115000,18.2393,0.1241,18.3997,0.1014,115000,18.1902,0.0102,18.4239,0.0222,115000
13525,157620116722427348,1.0,0.352331,11.6723,41.3555,NUVN2,NUVB15,11.6723,41.3555,22.137,20.42,0.205,13,11.6723,41.3556,20.538,19.038,0.142,13,0.4,157620116722427348,11.67225971,41.35559308,0.006,0.004,90,503635968,60,56048.55237269,10,68,17.1142,0.0037,17.1756,0.0028,115000,16.7469,0.0034,16.8025,0.002,115000,16.6171,0.0035,16.6785,0.0044,115000,16.585,0.004,16.6519,0.0081,115000,16.5573,0.0087,16.6216,0.0098,115000
13529,157780112019058954,0.5312143,0.129255,11.2019,41.4903,FUVCaF2,FUVSilica,11.2019,41.4903,19.364,16.963,0.046,2,11.2019,41.4902,18.819,20.806,0.115,2,0.18,157780112019058954,11.20193882,41.49027894,0.024,0.018,0,436527104,52,55963.87908565,4,41,19.3145,0.072,19.2947,0.0881,115000,19.7245,0.0228,19.9105,0.0997,115000,19.8179,0.0151,19.7577,0.0667,16793912,19.8075,0.0624,19.9026,0.045,115000,19.4424,0.0758,19.684,0.2224,115000
13535,157940116384019697,0.9801667,0.380734,11.6384,41.6241,NUVN2,NUVB15,11.6384,41.6241,20.359,18.642,0.094,13,11.6384,41.6242,19.259,17.759,0.082,13,0.18,157940116384019697,11.63839387,41.62420566,0.006,0.003,0,503635968,60,56076.79871528,5,66,16.5299,0.0042,16.5717,0.0068,115000,16.2596,0.0073,16.2971,0.0039,115000,16.1676,0.003,16.2029,0.0043,115000,16.1819,0.004,16.209,0.0039,115000,16.1717,0.0033,16.215,0.0114,115000
13536,157800107038037273,0.5981012,0.065196,10.7038,41.5056,FUVCaF2,FUVSilica,10.7038,41.5056,19.589,17.188,0.055,5,10.7038,41.5056,19.694,21.681,0.079,5,0.12,157800107038037273,10.70379298,41.50558267,0.066,0.027,0,436527104,52,56046.71634259,3,12,20.2491,0.0158,20.5194,0.0477,115000,20.538,0.0685,20.8872,0.0261,115000,20.7691,0.0748,20.6764,0.0571,16892216,,,,,16416,,,,,16416
13542,157610110636065972,0.58254164,0.519133,11.0634,41.3459,FUVCaF2,FUVSilica,11.0634,41.3459,22.215,19.814,0.169,7,11.0635,41.346,21.733,23.72,0.188,7,0.25,157610110636065972,11.06354377,41.34599563,0.111,0.088,0,436527104,52,55792.70584491,1,12,21.2055,0.1065,21.1106,0.164,115000,21.107,0.0184,,,16696,,,,,16416,,,,,16416,19.7733,0.1475,19.6589,0.1895,16952
13549,157700101676387887,0.98141664,0.18048,10.1676,41.4226,FUVCaF2,FUVSilica,10.1676,41.4226,19.838,17.437,0.059,4,10.1676,41.4226,18.858,20.845,0.06,4,0.03,157700101676387887,10.16761432,41.42264897,0.012,0.012,0,503635968,60,55981.47969907,5,69,13.878,0.0055,13.9331,0.0195,115000,13.7832,0.0017,13.806,0.0011,16892216,13.8725,0.0041,13.9094,0.0012,16892216,13.8491,0.0025,13.8896,0.0015,115000,13.8617,0.0043,13.8548,0.0041,115000
13568,157750110114602810,0.98270833,0.132213,11.0115,41.4602,FUVCaF2,FUVSilica,11.0115,41.4602,18.798,16.397,0.04,2,11.0115,41.4602,18.826,20.813,0.114,2,0.09,157750110114602810,11.01146574,41.46017374,0.008,0.008,0,436527104,52,56012.23378472,5,67,18.1375,0.0057,18.1836,0.0077,115000,18.31,0.0091,18.4004,0.0215,115000,18.5601,0.0095,18.7308,0.0209,115000,18.7962,0.0225,18.9362,0.0408,115000,18.8615,0.0257,19.0551,0.057,115000
13574,157890112735434116,0.7349167,0.18568,11.2735,41.5779,FUVCaF2,FUVSilica,11.2735,41.5779,19.07,16.669,0.042,2,11.2736,41.5778,18.878,20.865,0.116,2,0.21,157890112735434116,11.27356873,41.57790411,0.016,0.009,0,436527104,52,55961.60976852,5,66,18.7203,0.0013,18.6967,0.0122,115000,18.9426,0.0096,18.7176,0.0667,16892216,19.2632,0.0072,19.3916,0.0134,115000,19.6003,0.042,19.9404,0.08,115000,19.7581,0.0493,19.8213,0.1003,115000
13580,157790100576240863,0.9943333,0.356143,10.0575,41.4919,NUVN2,NUVB15,10.0575,41.4919,22.075,20.358,0.218,4,10.0576,41.4919,20.683,19.183,0.151,4,0.33,157790100576240863,10.05762008,41.49185881,0.003,0.003,0,436527104,52,56058.87217593,10,75,18.109,0.0044,18.1755,0.0096,115000,17.7866,0.0078,17.885,0.011,115000,17.6696,0.0048,17.7577,0.0048,115000,17.6444,0.0044,17.7509,0.0121,115000,17.6191,0.0143,17.7004,0.0211,115000
13582,157700114974064900,1.0,0.701957,11.4977,41.4202,NUVN2,NUVB15,11.4977,41.4202,21.968,20.251,0.185,13,11.4975,41.4202,20.878,19.378,0.164,13,0.63,157700114974064900,11.49744217,41.42022529,0.011,0.005,0,503635968,60,56112.30533565,5,59,17.167,0.0034,17.2265,0.0044,115000,16.7559,0.0028,16.8232,0.003,115000,16.5838,0.0037,16.6588,0.0049,115000,16.5508,0.0059,16.6158,0.0081,115000,16.5018,0.0033,16.569,0.0082,115000
13583,157860112404495428,0.70777977,0.483098,11.2405,41.5539,FUVCaF2,NUVB15,11.2405,41.5539,22.134,19.733,0.125,2,11.2404,41.554,21.967,20.25,0.226,2,0.22,157860112404495428,11.24047736,41.55403312,0.025,0.017,0,436527104,52,56092.47206019,5,36,20.9759,0.0565,20.613,0.1077,16892216,20.8033,0.0439,20.4277,0.1796,115000,20.6534,0.0182,20.5588,0.0462,115000,20.6026,0.0599,20.5239,0.0996,115000,20.3282,0.1841,20.1676,0.268,115000
13584,157830110529853873,0.79608333,0.125224,11.053,41.5277,FUVCaF2,FUVSilica,11.053,41.5277,20.3,17.899,0.059,2,11.0531,41.5277,20.057,22.044,0.194,2,0.25,157830110529853873,11.05304491,41.52770892,0.031,0.025,0,436527104,52,55990.01303241,3,32,20.6348,0.0196,20.7431,0.0397,115000,20.9673,0.0191,20.819,0.0519,115000,20.9311,0.0406,20.6428,0.1302,115000,,,,,16416,,,,,16416
13591,157840117761134672,0.9820833,0.34356,11.776,41.5368,FUVCaF2,FUVSilica,11.776,41.5368,22.22,19.819,0.152,13,11.7761,41.5368,20.881,22.868,0.129,13,0.18,157840117761134672,11.77609607,41.53673726,0.013,0.007,90,503635968,60,55868.89039352,5,63,13.7113,0.0021,13.7626,0.001,115000,13.4537,0.0116,13.464,0.0014,115000,13.458,,,,114724,13.3216,0.0077,13.3721,0.0078,115000,13.3076,0.0042,13.3127,0.0019,115000
13598,157920111055605550,0.55262697,0.160642,11.1055,41.6041,FUVCaF2,NUVB15,11.1055,41.6041,20.512,18.111,0.064,2,11.1055,41.604,19.966,18.249,0.088,2,0.28,157920111055605550,11.10555502,41.60411728,0.045,0.029,90,444915712,53,56083.02309028,10,33,20.036,0.0308,19.6686,0.0455,16892216,20.167,0.0276,19.3742,0.0532,16892216,20.3473,0.042,19.9811,0.1316,16892216,20.2442,0.0756,20.076,0.2791,16892216,19.8385,0.073,19.6313,0.2119,115000
