objid,raStack,decStack,gPSFMag,gPSFMagErr,rPSFMag,rPSFMagErr,iPSFMag,iPSFMagErr,zPSFMag,zPSFMagErr,yPSFMag,yPSFMagErr,ps_score
122291327485232689,132.74858141,11.91015556,21.6895999908447,0.0356939993798733,20.4437999725342,0.0115949995815754,19.9773006439209,0.0112039996311069,19.8323001861572,0.0239080004394054,19.6513996124268,0.0428059995174408,0.02391666918993
122291327507771193,132.7507452,11.90892519,13.4018001556396,0.000429000006988645,12.9575004577637,0.000289999996311963,12.8923997879028,0.000494999985676259,12.542200088501,0.000561000022571534,12.2624998092651,0.000375000003259629,0.997500002384186
122291327549197996,132.75490072,11.91460132,24.24049949646,0.356458008289337,22.4442005157471,0.0696640014648438,21.0230007171631,0.0275110006332397,20.3509006500244,0.035521000623703,20.2275009155273,0.0711209997534752,0.911333322525024
122291327610234058,132.76100014,11.91123442,22.9647006988525,0.12066999822855,22.4754009246826,0.074413999915123,21.9647006988525,0.0631849989295006,21.8840999603271,0.131410002708435,22.1357002258301,0.409491002559662,0.00208332994952798
122291327793508207,132.77927629,11.9149122,21.7248001098633,0.0409360006451607,21.4235992431641,0.0372859984636307,21.2775993347168,0.0514569990336895,21.2381992340088,0.0739260017871857,21.3372001647949,0.206146001815796,0.191547617316246
122291327800289593,132.78005773,11.91593712,21.7598991394043,0.0413919985294342,20.5368995666504,0.0184429995715618,19.6765003204346,0.0131120001897216,19.277099609375,0.0152439996600151,19.1250991821289,0.0346749983727932,0.989583313465118
122291327875286935,132.78752979,11.91369482,24.007999420166,0.2812460064888,22.9867000579834,0.104685999453068,21.3372001647949,0.0413299985229969,20.5021991729736,0.0374759994447231,20.1077003479004,0.068000003695488,0.759413719177246
122291327944551883,132.79444703,11.90949593,16.7187004089355,0.0012410000199452,15.9621000289917,0.00056299997959286,15.6126003265381,0.000773000007029623,15.5013999938965,0.00112200004514307,15.4437999725342,0.00193100003525615,0.997500002384186
122291328005433963,132.80053646,11.91123106,15.5500001907349,0.000631999981123954,15.0387001037598,0.000349999987520278,14.8229999542236,0.00048600000445731,14.7693996429443,0.000755999993998557,14.7852001190186,0.00152299995534122,0.990059494972229
122291328083861006,132.80844243,11.90868753,23.4351997375488,0.179368004202843,22.3505001068115,0.0582260005176067,21.4011001586914,0.0430100001394749,21.2455005645752,0.0818179994821548,20.7269992828369,0.118951000273228,0.0784583315253258
122291328089335683,132.80892429,11.91265906,21.7576999664307,0.039562001824379,21.3840999603271,0.026138000190258,21.24049949646,0.0444490015506744,21.090799331665,0.0692180022597313,21.3959999084473,0.220633000135422,0.852172613143921
122291328206446396,132.82063272,11.91323713,20.5895004272461,0.0167919993400574,19.3985996246338,0.00492099998518825,18.9564990997314,0.00682999985292554,18.7823009490967,0.0107119996100664,18.6166000366211,0.0174620002508163,0.00541666988283396
122291328233593391,132.82335588,11.91077159,23.1632995605469,0.155502006411552,22.618200302124,0.0946839973330498,22.2299995422363,0.115529000759125,21.6303005218506,0.110105998814106,23.7234001159668,2.03180003166199,0.393720239400864
122291328337957526,132.83379583,11.91419534,22.201000213623,0.0773010030388832,21.3509998321533,0.0282370001077652,21.1285991668701,0.0400060005486012,21.0303993225098,0.059664998203516,21.1662006378174,0.162966996431351,0
122291328385165363,132.83857571,11.91243427,22.0337009429932,0.0529699996113777,22.1222991943359,0.052751999348402,22.2656993865967,0.0919540002942085,22.840799331665,0.31097799539566,21.7765007019043,0.284586012363434,0.633857131004334
122291328385377149,132.83852961,11.91386783,20.0911998748779,0.0129199996590614,18.898099899292,0.00429400010034442,17.1802005767822,0.00195800000801682,16.5457992553711,0.00184599997010082,16.1075992584229,0.00262199994176626,0.998749971389771
122291328414388187,132.84138177,11.91472959,20.6214008331299,0.0202730000019073,19.4181003570557,0.00718200020492077,17.7763004302979,0.00235700001940131,17.1679992675781,0.00297300005331635,16.7259006500244,0.00432700011879206,0.998392879962921
122291328516477169,132.85167278,11.91395371,23.0916004180908,0.134540006518364,23.0447998046875,0.143068999052048,23.6758995056152,0.357389986515045,22.1798992156982,0.168071001768112,22.7740993499756,0.763016998767853,0.0186250004917383
122291328622616995,132.86228227,11.91376635,22.1133995056152,0.0653010010719299,20.8540992736816,0.0186420008540154,20.1382007598877,0.0176090002059937,19.904899597168,0.0266910009086132,19.985200881958,0.0691569969058037,0.130404755473137
122291328716625733,132.87172548,11.91271185,23.180700302124,0.398768991231918,22.1760997772217,0.108829997479916,21.8111991882324,0.0714270025491714,21.5564994812012,0.102067999541759,22.1462001800537,0.497393012046814,0.00562500022351742
122291328821749465,132.88217725,11.91581174,17.9715995788574,0.0029430000577122,16.8353996276855,0.00115699996240437,16.4664001464844,0.0011409999569878,16.2465000152588,0.00159300002269447,16.1252002716064,0.00267100008204579,0.995833337306976
122291328872656307,132.88726562,11.91318153,16.0547008514404,0.000920000020414591,15.4376001358032,0.000500999973155558,15.2311000823975,0.000601999985519797,15.2410001754761,0.00088299997150898,15.0950002670288,0.00135000003501773,0.997500002384186
122291328888085134,132.8888112,11.91220554,19.3386993408203,0.00631800014525652,18.1152992248535,0.00235500000417233,17.3971996307373,0.00204599997960031,17.1490993499756,0.00267500011250377,16.8777008056641,0.0041880002245307,0.953916668891907
122291328907931170,132.89079925,11.90890411,21.6601009368896,0.038136001676321,20.2919006347656,0.0107829999178648,19.2668991088867,0.00765600008890033,18.8460006713867,0.00916500017046928,18.506799697876,0.0160380005836487,0.986934542655945
