2148 0.314
2191 0.322
2209 0.974
2221 1.795
2235 2.769
2275 11.705
2282 13.122
2289 14.361
2294 15.786
2301 17.203
2308 18.62
2313 20.391
2320 21.461
2369 29.89
2381 31.604
2388 32.965
2400 34.333
2409 35.533
2440 36.145
2452 37.28
2466 38.415
2485 39.067
2506 39.22
2520 40.178
2541 39.952
2560 40.105
2569 40.234
2576 36.821
2579 34.575
2581 32.627
2584 28.739
2586 26.195
2588 24.4
2591 21.397
2593 16.913
2595 14.514
2598 13.774
2600 11.077
2602 7.334
2605 6.287
2607 5.241
2609 4.041
2616 2.544
2619 1.497
2633 0.403
2656 0.266
