1.500000000000000000e+03 7.900000000000000000e+01
1.550000000000000000e+03 8.200000000000000000e+01
1.600000000000000000e+03 8.400000000000000000e+01
1.650000000000000000e+03 8.500000000000000000e+01
1.700000000000000000e+03 8.500000000000000000e+01
1.750000000000000000e+03 8.500000000000000000e+01
1.800000000000000000e+03 8.800000000000000000e+01
1.850000000000000000e+03 9.000000000000000000e+01
1.900000000000000000e+03 8.900000000000000000e+01
1.950000000000000000e+03 9.000000000000000000e+01
2.000000000000000000e+03 8.900000000000000000e+01
2.050000000000000000e+03 9.100000000000000000e+01
2.100000000000000000e+03 9.100000000000000000e+01
2.150000000000000000e+03 9.100000000000000000e+01
2.200000000000000000e+03 9.100000000000000000e+01
2.250000000000000000e+03 9.200000000000000000e+01
2.300000000000000000e+03 9.200000000000000000e+01
2.350000000000000000e+03 9.300000000000000000e+01
2.400000000000000000e+03 9.400000000000000000e+01
2.450000000000000000e+03 9.300000000000000000e+01
2.500000000000000000e+03 9.400000000000000000e+01
2.550000000000000000e+03 9.400000000000000000e+01
2.600000000000000000e+03 9.400000000000000000e+01
2.650000000000000000e+03 9.400000000000000000e+01
2.700000000000000000e+03 9.400000000000000000e+01
2.750000000000000000e+03 9.400000000000000000e+01
2.800000000000000000e+03 9.400000000000000000e+01
2.850000000000000000e+03 9.400000000000000000e+01
2.900000000000000000e+03 9.300000000000000000e+01
2.950000000000000000e+03 9.400000000000000000e+01
3.000000000000000000e+03 9.400000000000000000e+01
